SectorID	SectorName	IndustryID	IndustryName	JobName	JobNumbers	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	623300	Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly	Nursing Assistants	"158,360"	Ward Helper	Ward Attendant	Ward Aide	Surgical Aide	Student Nurse	State Tested Nursing Assistant (STNA)	Practical Nurse	Patient Sitter	Patient Care Associate	Nursing Technician
48-49	Transportation and Warehousing	485400	School and Employee Bus Transportation	"Bus Drivers, School or Special Client"	"155,890"	Van Driver	Special Needs Bus Driver	Special Education Bus Driver	Special Client Bus Driver	Shuttle Bus Driver	School Transportation Supervisor	School Transportation Director	School Bus Operator	School Bus Driver/Teacher Assistant	School Bus Driver/Mechanic
71	"Arts, Entertainment, and Recreation"	713900	Other Amusement and Recreation Industries	Fitness Trainers and Aerobics Instructors	"155,840"	Yoga Teacher	Yoga Instructor	Wellness Coach	Weight Training Instructor	Weight Trainer	Water Aerobics Instructor	Sports Instructor	Pilates Instructor	Physical Instructor	Physical Fitness Trainer
54	"Professional, Scientific, and Technical Services"	541600	"Management, Scientific, and Technical Consulting Services"	Management Analysts	"153,710"	Technical Analyst	Survey Analyst	Staffing Consultant	Reports Analyst	Reports Analysis Manager	Records Management Director	Records Management Analyst	Records Analysis Manager	Quality Control Analyst	Purchase Price Analyst
54	"Professional, Scientific, and Technical Services"	541500	Computer Systems Design and Related Services	Computer Systems Analysts	"152,340"	Usability Engineer	Technical Project Manager	Technical Analyst	Systems Programmer	Systems Manager	Systems Integrator	Systems Engineer	Systems Developer	Systems Architect	Systems Analyst
44-45	Retail Trade	446100	Health and Personal Care Stores	Retail Salespersons	"152,150"	Yard Goods Salesperson	Women's Apparel Salesperson	Women's Apparel and Accessories Salesperson	Wigs Salesperson	Wig Sales Consultant	Wardrobe Image Consultant	Wallpaper Consultant	Vendette	Used Car Salesperson	Trailers and Motor Homes Salesperson
61	"Educational Services (including private, state, and local government schools)"	611300	"Colleges, Universities, and Professional Schools (including private, state, and local government schools)"	"Office Clerks, General"	"149,730"	Yard Clerk	Wrong Address Clerk	Weather Clerk	Ward Clerk	Utility Worker	Unit Clerk	Underwriting Clerk	Typist	"Typing, Filing, Answering Phones Office Helper"	Trip Follower
44-45	Retail Trade	445100	Grocery Stores	"Packers and Packagers, Hand"	"145,900"	Gift Wrapper	Gift Packer	Gift Basket Packer	Furniture Packer	Furniture Crater	Fruit Packer	Food Packer	Food Handler	Foil Wrapper	Floorperson
44-45	Retail Trade	448200	Shoe Stores	Retail Salespersons	"143,950"	Yard Goods Salesperson	Women's Apparel Salesperson	Women's Apparel and Accessories Salesperson	Wigs Salesperson	Wig Sales Consultant	Wardrobe Image Consultant	Wallpaper Consultant	Vendette	Used Car Salesperson	Trailers and Motor Homes Salesperson
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	624100	Individual and Family Services	Home Health Aides	"142,970"	State Tested Nursing Assistant (STNA)	Residential Counselor	Residential Aide	Resident Care Aide	Patient Service Representative	Nursing Assistant	Nurse's Companion	Licensed Nursing Assistant (LNA)	Independent Living Specialist	In Home Caregiver
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	621100	Offices of Physicians	"Physicians and Surgeons, All Other"	"142,880"	X Ray Physician	Urologist	Tuberculosis Specialist	Sanipractic Physician	Roentgenologist	Rhinologist	Rheumatologist	Resident Physician	Resident Intern	Resident Doctor
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	623100	Nursing Care Facilities (Skilled Nursing Facilities)	Registered Nurses	"142,490"	X Ray Nurse	Ward Supervisor	Ward Nurse	Visiting Nurse	Triage Register Nurse	Traveling Nurse	Trauma Nurse	Transverse Abdominal Muscle Nurse (TRAM Nurse)	Telephone Triage Nurse	Surgical Supervisor
44-45	Retail Trade	453200	"Office Supplies, Stationery, and Gift Stores"	Retail Salespersons	"139,970"	Yard Goods Salesperson	Women's Apparel Salesperson	Women's Apparel and Accessories Salesperson	Wigs Salesperson	Wig Sales Consultant	Wardrobe Image Consultant	Wallpaper Consultant	Vendette	Used Car Salesperson	Trailers and Motor Homes Salesperson
48-49	Transportation and Warehousing	492100	Couriers and Express Delivery Services	Light Truck or Delivery Services Drivers	"139,520"	Wagon Person	Van Driver	UPS Driver (United Parcel Service Driver)	Truck Driver	Telephone Directory Distributor Driver	Special Delivery Worker	Servicer	Service Provider	Service Car Driver	Runner
44-45	Retail Trade	445100	Grocery Stores	First-Line Supervisors of Retail Sales Workers	"138,360"	Vending Stand Supervisor	Used Car Sales Supervisor	Tobacconist	Supervisor	Supermarket Manager	Storekeeper	Store Manager	Stock Manager	Stationer	Station Manager
54	"Professional, Scientific, and Technical Services"	541300	"Architectural, Engineering, and Related Services"	Civil Engineers	"135,760"	Zoning Engineer	Water Systems Engineer	Water Systems Designer	Wastewater Plant Civil Engineer	Utility Engineer	Traveling Engineer	Transportation Engineer	Transportation Consultant	Transportation Analyst	Traffic Engineer
44-45	Retail Trade	444100	Building Material and Supplies Dealers	Cashiers	"134,590"	Ticket Seller	Ticket Dispatcher	Ticket Clerk	Ticket Agent	Teller	Store Clerk Checker	Store Clerk Cashier	Station Cashier	Snack Bar Cashier	Sheet Writer
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	622100	"General Medical and Surgical Hospitals (including private, state, and local government hospitals)"	Medical Secretaries	"134,390"	Ward Secretary	Ward Clerk	Verification Specialist	Unit Support Representative	Unit Secretary	Surgery Scheduler	Psychiatric Secretary	Physician Office Specialist	Patient Coordinator	Patient Account Representative
56	Administrative and Support and Waste Management and Remediation Services	561400	Business Support Services	Telemarketers	"133,830"	Telesales Specialist	Telesales Representative	Telephone Solicitor	Telephone Service Representative (TSR)	Telephone Sales Representative (TSR)	Telemarketing Sales Representative	Telemarketing Representative	Telemarketer	Solicitor	Scheduling Agent
72	Accommodation and Food Services	721100	Traveler Accommodation	Waiters and Waitresses	"132,770"	Wine Steward/Stewardess	Wine Steward	Waitstaff Captain	Waitstaff	Waitress	Waiter and Cashier	Waiter	Sommelier	Singing Waiter or Waitress	Server
52	Finance and Insurance	522100	Depository Credit Intermediation	Loan Officers	"132,630"	Small Business Banking Officer	Relationship Manager	Real Estate Officer	Real Estate Loan Officer	Portfolio Manager	Personal Banking Officer	Mortgage Underwriter	Mortgage Specialist	Mortgage Originator	Mortgage or Loan Underwriter
52	Finance and Insurance	524200	"Agencies, Brokerages, and Other Insurance Related Activities"	Customer Service Representatives	"132,410"	Warranty Manager	Warranty Clerk	Warranty Administrator	Verifying Specialist	Utility Bill Complaints Investigator	Utilities Customer Service Representative	Trouble Clerk	Tire Adjuster	Telephone Service Adviser	Service Writer
52	Finance and Insurance	523100	Securities and Commodity Contracts Intermediation and Brokerage	"Securities, Commodities, and Financial Services Sales Agents"	"131,640"	Stock Trader	Stock Broker	Securities Trader	Mutual Fund Sales Agent	Municipal Bond Trader	Investment Banker	Equity Trader	Commodity Trader	Commodities Broker	
61	"Educational Services (including private, state, and local government schools)"	611300	"Colleges, Universities, and Professional Schools (including private, state, and local government schools)"	"Postsecondary Teachers, All Other"	"131,440"	Weight Control Lecturer	Urban Planning Teacher	University Teacher	University Professor	Teacher	Survey Research Teacher	Science Teacher	Project Management Professor	Naval Science Teacher	Military Science Teacher
51	Information	517100	Wired Telecommunications Carriers	"Telecommunications Equipment Installers and Repairers, Except Line Installers"	"131,440"	Wirer	Wireless Technician	Voltmeter Operator	Trouble Tracer	Trouble Shooter	Transmitter Chief	Transmission Worker	Transmission Tester	Toll Transmission Worker	Toll Testboard Worker
61	"Educational Services (including private, state, and local government schools)"	611300	"Colleges, Universities, and Professional Schools (including private, state, and local government schools)"	"Health Specialties Teachers, Postsecondary"	"129,390"	Sports Medicine Trainer	Speech Therapy Teacher	Speech Pathology Teacher	Serology Teacher	Roentgenology Teacher	Respiratory Care Program Director	Respiratory Care Faculty	Recreation Therapy Teacher	Recreation Therapy Aides Teacher	Radiology Teacher
23	Construction	238900	Other Specialty Trade Contractors	Construction Laborers	"128,040"	Whitewasher	Well Cleaner	Water Proofer	Wallpaper Scraper	Wallpaper Cleaner	Wall Washer	Wall Steamer	Wall Scraper	Wall Cleaner	Wagon Winder
52	Finance and Insurance	524100	Insurance Carriers	Customer Service Representatives	"127,700"	Warranty Manager	Warranty Clerk	Warranty Administrator	Verifying Specialist	Utility Bill Complaints Investigator	Utilities Customer Service Representative	Trouble Clerk	Tire Adjuster	Telephone Service Adviser	Service Writer
54	"Professional, Scientific, and Technical Services"	541500	Computer Systems Design and Related Services	"Software Developers, Systems Software"	"126,920"	Wide Area Network Engineer (WAN Engineer)	Usability Engineer	Test Engineer	Technical Support Engineer	Systems Support Engineer	Systems Software Specialist	Systems Software Quality Assurance Specialist	Systems Software Engineer	Systems Software Designer	Systems Engineer
54	"Professional, Scientific, and Technical Services"	541500	Computer Systems Design and Related Services	Computer Programmers	"126,630"	Web Analyst	Videogame Tester	Video Game Tester	Video Game Programmer	Systems Programmer	Systems Analyst	System Software Developer	Software Tester	Software Programmer	Software Engineer
44-45	Retail Trade	446100	Health and Personal Care Stores	Pharmacists	"126,350"	"Staff Pharmacist, Hospital"	Staff Pharmacist	Registered Pharmacist	Radiopharmacist	Prescriptionist	Pharmacy Services Director	Pharmacy Intern	Pharmacy Informaticist	Pharmacy Consultant	"Pharmacist in Charge, Owner (PIC, Owner)"
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	623200	"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities"	Personal Care Aides	"126,180"	Support Staff	State Tested Nursing Assistant (STNA)	Sitter	Resident Care Assistant (RCA)	Resident Assistant	Provider	Personal Support Worker	Personal Care Attendant (PCA)	Personal Care Assistant (PCA)	Personal Care Aide
23	Construction	238300	Building Finishing Contractors	"Painters, Construction and Maintenance"	"125,750"	Varnisher Apprentice	Traffic Line Painter	Structural Steel Painter	Stippler	Stainer	Stage Settings Painter	Stage Setting Painter Apprentice	Spray Painter	Silo Painter	Sign Painter Apprentice
44-45	Retail Trade	445100	Grocery Stores	Food Preparation Workers	"124,650"	Slicer	Seafood Preparer	Sandwich Maker	Sandwich Artist	Salad Maker	Restaurant Worker	Raw Shellfish Preparer	Prep Cook (Preparation Cook)	Pie Cutter	Peeler
81	"Other Services (except Federal, State, and Local Government)"	811100	Automotive Repair and Maintenance	Cleaners of Vehicles and Equipment	"124,620"	Wagon Washer	Vehicle Washer	Vehicle and Equipment Cleaner	Vat Washer	Vat Cleaner	Used Car Renovator	Used Car Make Ready Worker	Used Car Lot Porter	Tube Washer	Tube Cleaner
52	Finance and Insurance	524100	Insurance Carriers	"Claims Adjusters, Examiners, and Investigators"	"124,590"	Workers Compensation Claims Examiner	Workers Compensation Claims Adjuster	Reinsurance Claims Analyst	Property Damage Claims Adjustor	Property and Casualty Insurance Claims Examiner	Medical Claims Examiner	Medical Claims Analyst	Independent Insurance Adjuster	Health Insurance Adjuster	Health Claims Examiner
56	Administrative and Support and Waste Management and Remediation Services	561300	Employment Services	Helpers--Production Workers	"124,510"	Yeast Pusher	Yarn Mercerizer Operator Helper	Yard Laborer	Wrapping Machine Helper	Wrapper-Hands Sprayer	Woodworking Shop Hand	Singer	Signaler	Signal Worker Helper	Signal Helper
53	Real Estate and Rental and Leasing	531100	Lessors of Real Estate	"Maintenance and Repair Workers, General"	"124,220"	Zone Maintenance Technician	Water Purification Systems Service Technician	Trouble Shooting Mechanic	Trouble Shooter	Stationary Engineer	"Repairer, Maintenance, Building"	Process Technician	Plant Maintenance Technician	Mobile Home Lot Utility Worker	Methane Capturing System Maintenance Worker
56	Administrative and Support and Waste Management and Remediation Services	561300	Employment Services	"Packers and Packagers, Hand"	"124,100"	Gift Wrapper	Gift Packer	Gift Basket Packer	Furniture Packer	Furniture Crater	Fruit Packer	Food Packer	Food Handler	Foil Wrapper	Floorperson
52	Finance and Insurance	522100	Depository Credit Intermediation	First-Line Supervisors of Office and Administrative Support Workers	"122,230"	Yard Supervisor	Workforce Services Supervisor	Word Processing Supervisor	Weigh Boss	Warranty Manager	Warranty Administrator	Warehouse Supervisor	Ward Service Supervisor	Want Ad Supervisor	Vault Cashier
48-49	Transportation and Warehousing	491100	Postal Service (federal government)	"Postal Service Mail Sorters, Processors, and Processing Machine Operators"	"121,580"	ZMT Operator (Zip Mail Translator Operator)	Window Clerk	Sorting Machine Operator	Sorter	Small Package and Bundle Sorter Clerk (SPBS Clerk)	Registry Clerk	Postal Transportation Clerk	Postal Service Mail Processor	Postal Clerk	Post Office Markup Clerk
44-45	Retail Trade	442200	Home Furnishings Stores	Retail Salespersons	"121,540"	Yard Goods Salesperson	Women's Apparel Salesperson	Women's Apparel and Accessories Salesperson	Wigs Salesperson	Wig Sales Consultant	Wardrobe Image Consultant	Wallpaper Consultant	Vendette	Used Car Salesperson	Trailers and Motor Homes Salesperson
